Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
02/07/1967,14:53:14,56.521,-157.326,Earthquake,62,,,5.7,MW,,,,,,,ISCGEM838578,ISCGEM,ISCGEM,ISCGEM,Automatic
02/09/1967,15:24:49,2.849,-74.798,Earthquake,55,,,7,MW,,,,,,,ISCGEM838623,ISCGEM,ISCGEM,ISCGEM,Automatic
02/13/1967,23:14:24,52.812,-34.14,Earthquake,10,,,7,MW,,,,,,,ISCGEM838773,ISCGEM,ISCGEM,ISCGEM,Automatic
02/14/1967,01:36:08,13.555,96.463,Earthquake,30,,,6.8,MW,,,,,,,ISCGEM838776,ISCGEM,ISCGEM,ISCGEM,Automatic
02/14/1967,05:02:39,-13.303,171.408,Earthquake,630,,,5.8,MW,,,,,,,ISCGEM838782,ISCGEM,ISCGEM,ISCGEM,Automatic
02/15/1967,16:11:12,-9.163,-71.274,Earthquake,600.4,,,7,MW,,,,,,,ISCGEM838830,ISCGEM,ISCGEM,ISCGEM,Automatic
02/17/1967,10:10:52,-23.878,-175.078,Earthquake,15,,,6.5,MW,,,,,,,ISCGEM838876,ISCGEM,ISCGEM,ISCGEM,Automatic
02/18/1967,02:39:20,-5.873,153.267,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM838898,ISCGEM,ISCGEM,ISCGEM,Automatic
02/19/1967,22:14:36,-8.965,113.017,Earthquake,80,,,6.3,MW,,,,,,,ISCGEMSUP838960,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
02/19/1967,23:28:29,-0.072,124.213,Earthquake,95,,,5.9,MW,,,,,,,ISCGEMSUP838961,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
02/20/1967,15:18:41,33.617,75.333,Earthquake,20,,,5.5,MW,,,,,,,ISCGEM838981,ISCGEM,ISCGEM,ISCGEM,Automatic
02/22/1967,18:26:48,-19.516,169.216,Earthquake,90.6,,,5.8,MW,,,,,,,ISCGEM839037,ISCGEM,ISCGEM,ISCGEM,Automatic
02/23/1967,20:38:59,26.184,128.611,Earthquake,31.9,,,6,MW,,,,,,,ISCGEM839059,ISCGEM,ISCGEM,ISCGEM,Automatic
02/25/1967,11:20:50,-0.077,123.947,Earthquake,75,,,5.9,MW,,,,,,,ISCGEMSUP839104,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
02/25/1967,11:38:45,-0.114,123.969,Earthquake,80,,,5.9,MW,,,,,,,ISCGEM839107,ISCGEM,ISCGEM,ISCGEM,Automatic
02/28/1967,09:37:20,32.608,141.649,Earthquake,25,,,6,MW,,,,,,,ISCGEM839185,ISCGEM,ISCGEM,ISCGEM,Automatic
03/02/1967,02:47:33,-0.214,-78.595,Earthquake,118.9,,,6,MW,,,,,,,ISCGEM837313,ISCGEM,ISCGEM,ISCGEM,Automatic
03/04/1967,05:09:25,21.398,121.823,Earthquake,131.1,,,5.7,MW,,,,,,,ISCGEM837387,ISCGEM,ISCGEM,ISCGEM,Automatic
03/04/1967,06:16:24,-18.558,-175.286,Earthquake,226.7,,,5.7,MW,,,,,,,ISCGEMSUP837388,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
03/04/1967,17:58:06,39.1,24.684,Earthquake,15,,,6.6,MW,,,,,,,ISCGEM837410,ISCGEM,ISCGEM,ISCGEM,Automatic
03/09/1967,06:58:36,-10.617,166.198,Earthquake,15,,,5.9,MW,,,,,,,ISCGEM837574,ISCGEM,ISCGEM,ISCGEM,Automatic
03/09/1967,18:02:42,-10.622,166.333,Earthquake,15,,,5.9,MW,,,,,,,ISCGEM837598,ISCGEM,ISCGEM,ISCGEM,Automatic
03/11/1967,08:33:29,-10.821,166.388,Earthquake,55,,,5.9,MW,,,,,,,ISCGEM837709,ISCGEM,ISCGEM,ISCGEM,Automatic
03/11/1967,14:45:01,19.263,-95.801,Earthquake,28.7,,,5.9,MW,,,,,,,ISCGEM837720,ISCGEM,ISCGEM,ISCGEM,Automatic
03/13/1967,16:06:53,-40.17,-74.722,Earthquake,20,,,5.7,MW,,,,,,,ISCGEM837800,ISCGEM,ISCGEM,ISCGEM,Automatic
03/13/1967,19:22:19,19.581,38.874,Earthquake,20,,,5.6,MW,,,,,,,ISCGEM837805,ISCGEM,ISCGEM,ISCGEM,Automatic
03/14/1967,06:58:05,28.463,94.248,Earthquake,16.9,,,5.7,MW,,,,,,,ISCGEM837822,ISCGEM,ISCGEM,ISCGEM,Automatic
03/17/1967,11:24:47,-3.575,150.909,Earthquake,25,,,6.2,MW,,,,,,,ISCGEM837919,ISCGEM,ISCGEM,ISCGEM,Automatic
03/18/1967,19:15:37,-6.075,146.354,Earthquake,110,,,5.7,MW,,,,,,,ISCGEM837953,ISCGEM,ISCGEM,ISCGEM,Automatic
03/19/1967,01:10:51,-6.727,129.744,Earthquake,97.7,,,6.2,MW,,,,,,,ISCGEMSUP837961,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
03/19/1967,04:01:41,45.527,151.188,Earthquake,40,,,6.7,MW,,,,,,,ISCGEM837968,ISCGEM,ISCGEM,ISCGEM,Automatic
03/20/1967,13:31:35,45.672,151.301,Earthquake,35,,,5.8,MW,,,,,,,ISCGEM838027,ISCGEM,ISCGEM,ISCGEM,Automatic
03/20/1967,13:40:53,45.438,151.511,Earthquake,34.5,,,5.7,MW,,,,,,,ISCGEM838029,ISCGEM,ISCGEM,ISCGEM,Automatic
03/24/1967,09:00:20,-5.972,112.225,Earthquake,598,,,6.7,MW,,,,,,,ISCGEM838174,ISCGEM,ISCGEM,ISCGEM,Automatic
03/25/1967,22:47:59,45.201,151.551,Earthquake,30.4,,,5.9,MW,,,,,,,ISCGEM838224,ISCGEM,ISCGEM,ISCGEM,Automatic
03/26/1967,22:39:03,-9.182,148.623,Earthquake,20,,,5.7,MW,,,,,,,ISCGEM838258,ISCGEM,ISCGEM,ISCGEM,Automatic
03/27/1967,08:58:24,38.474,116.608,Earthquake,29.7,,,6.1,MW,,,,,,,ISCGEM838270,ISCGEM,ISCGEM,ISCGEM,Automatic
03/27/1967,10:01:45,-16.438,168.214,Earthquake,15,,,6.4,MW,,,,,,,ISCGEM838272,ISCGEM,ISCGEM,ISCGEM,Automatic
03/30/1967,02:08:01,-11.114,115.227,Earthquake,15,,,6.2,MW,,,,,,,ISCGEM838363,ISCGEM,ISCGEM,ISCGEM,Automatic
04/01/1967,05:54:21,45.718,151.83,Earthquake,35,,,6.1,MW,,,,,,,ISCGEM836186,ISCGEM,ISCGEM,ISCGEM,Automatic
04/01/1967,05:57:08,45.661,151.789,Earthquake,45,,,5.8,MW,,,,,,,ISCGEM836187,ISCGEM,ISCGEM,ISCGEM,Automatic
04/01/1967,12:23:35,45.617,151.703,Earthquake,29.8,,,6.1,MW,,,,,,,ISCGEM836203,ISCGEM,ISCGEM,ISCGEM,Automatic
04/03/1967,08:04:18,-6.024,151.499,Earthquake,22.5,,,5.9,MW,,,,,,,ISCGEM836262,ISCGEM,ISCGEM,ISCGEM,Automatic
04/05/1967,02:34:10,20.036,147.311,Earthquake,27.1,,,5.9,MW,,,,,,,ISCGEM836328,ISCGEM,ISCGEM,ISCGEM,Automatic
04/05/1967,02:47:54,19.992,147.227,Earthquake,25,,,5.7,MW,,,,,,,ISCGEM836329,ISCGEM,ISCGEM,ISCGEM,Automatic
04/06/1967,12:21:59,20.07,147.252,Earthquake,25,,,5.8,MW,,,,,,,ISCGEM836392,ISCGEM,ISCGEM,ISCGEM,Automatic
04/09/1967,00:05:10,-3.989,135.677,Earthquake,15,,,6,MW,,,,,,,ISCGEM836469,ISCGEM,ISCGEM,ISCGEM,Automatic
04/10/1967,04:59:56,-7.359,155.753,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM836516,ISCGEM,ISCGEM,ISCGEM,Automatic
04/10/1967,15:02:44,-7.222,155.833,Earthquake,35,,,6.1,MW,,,,,,,ISCGEM836535,ISCGEM,ISCGEM,ISCGEM,Automatic
04/10/1967,16:47:50,-63.66,-167.459,Earthquake,10,,,6.1,MW,,,,,,,ISCGEM836539,ISCGEM,ISCGEM,ISCGEM,Automatic
04/12/1967,04:51:42,5.121,96.286,Earthquake,50,,,6.7,MW,,,,,,,ISCGEM836599,ISCGEM,ISCGEM,ISCGEM,Automatic
04/12/1967,05:11:18,5.349,96.483,Earthquake,50,,,5.6,MW,,,,,,,ISCGEM836610,ISCGEM,ISCGEM,ISCGEM,Automatic
04/13/1967,19:59:53,18.309,-100.125,Earthquake,85,,,5.8,MW,,,,,,,ISCGEM836698,ISCGEM,ISCGEM,ISCGEM,Automatic
04/20/1967,00:01:27,-5.605,129.639,Earthquake,175,,,5.7,MW,,,,,,,ISCGEMSUP836920,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
04/21/1967,08:14:24,-5.401,126.688,Earthquake,10,,,6.2,MW,,,,,,,ISCGEM836974,ISCGEM,ISCGEM,ISCGEM,Automatic
04/23/1967,17:52:47,13.558,146.268,Earthquake,15,,,5.7,MW,,,,,,,ISCGEM837045,ISCGEM,ISCGEM,ISCGEM,Automatic
04/29/1967,03:55:20,51.42,-178.261,Earthquake,31.6,,,5.7,MW,,,,,,,ISCGEM837207,ISCGEM,ISCGEM,ISCGEM,Automatic
04/30/1967,16:59:00,-1.808,138.694,Earthquake,20,,,5.8,MW,,,,,,,ISCGEM837261,ISCGEM,ISCGEM,ISCGEM,Automatic
05/01/1967,07:09:03,39.528,21.267,Earthquake,25,,,6.2,MW,,,,,,,ISCGEM835092,ISCGEM,ISCGEM,ISCGEM,Automatic
05/04/1967,08:17:34,-55.604,-28.129,Earthquake,30,,,5.9,MW,,,,,,,ISCGEM835202,ISCGEM,ISCGEM,ISCGEM,Automatic
05/05/1967,15:00:08,-10.425,161.494,Earthquake,40,,,5.8,MW,,,,,,,ISCGEM835264,ISCGEM,ISCGEM,ISCGEM,Automatic
05/09/1967,21:30:07,5.161,127.412,Earthquake,90,,,5.7,MW,,,,,,,ISCGEM835410,ISCGEM,ISCGEM,ISCGEM,Automatic
05/11/1967,14:51:01,39.365,73.787,Earthquake,15,,,5.6,MW,,,,,,,ISCGEM835469,ISCGEM,ISCGEM,ISCGEM,Automatic
05/11/1967,15:05:23,-20.304,-68.821,Earthquake,109.4,,,6.1,MW,,,,,,,ISCGEM835470,ISCGEM,ISCGEM,ISCGEM,Automatic
05/20/1967,13:02:07,-59.076,-65.47,Earthquake,10,,,5.7,MW,,,,,,,ISCGEM835811,ISCGEM,ISCGEM,ISCGEM,Automatic
05/21/1967,18:45:13,-0.897,101.313,Earthquake,179.3,,,6.7,MW,,,,,,,ISCGEM835857,ISCGEM,ISCGEM,ISCGEM,Automatic
05/23/1967,19:17:48,-56.191,-27.608,Earthquake,125,,,5.8,MW,,,,,,,ISCGEMSUP835940,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
05/27/1967,17:23:00,51.851,176.105,Earthquake,30.7,,,5.8,MW,,,,,,,ISCGEM836067,ISCGEM,ISCGEM,ISCGEM,Automatic
05/27/1967,19:05:48,36.034,77.714,Earthquake,20,,,5.9,MW,,,,,,,ISCGEM836068,ISCGEM,ISCGEM,ISCGEM,Automatic
05/29/1967,04:45:44,12.115,143.729,Earthquake,20,,,5.8,MW,,,,,,,ISCGEM836104,ISCGEM,ISCGEM,ISCGEM,Automatic
06/01/1967,03:36:19,53.567,-165.718,Earthquake,50,,,5.8,MW,,,,,,,ISCGEM833971,ISCGEM,ISCGEM,ISCGEM,Automatic
06/01/1967,20:47:45,-6.794,154.934,Earthquake,15,,,5.6,MW,,,,,,,ISCGEM833998,ISCGEM,ISCGEM,ISCGEM,Automatic
06/03/1967,09:08:57,58.207,-151.453,Earthquake,27.8,,,5.6,MW,,,,,,,ISCGEM834049,ISCGEM,ISCGEM,ISCGEM,Automatic
06/10/1967,05:26:44,-41.394,-73.809,Earthquake,31.9,,,5.7,MW,,,,,,,ISCGEM834296,ISCGEM,ISCGEM,ISCGEM,Automatic
06/12/1967,05:21:09,-44.881,35.508,Earthquake,10,,,5.8,MW,,,,,,,ISCGEM834375,ISCGEM,ISCGEM,ISCGEM,Automatic
06/12/1967,23:22:46,47.649,154.23,Earthquake,40,,,6,MW,,,,,,,ISCGEM834403,ISCGEM,ISCGEM,ISCGEM,Automatic
06/14/1967,03:14:18,-15.052,-73.315,Earthquake,97,,,5.7,MW,,,,,,,ISCGEM834458,ISCGEM,ISCGEM,ISCGEM,Automatic
06/14/1967,05:06:21,-15.406,-173.343,Earthquake,29.6,,,6.2,MW,,,,,,,ISCGEM834461,ISCGEM,ISCGEM,ISCGEM,Automatic
06/14/1967,08:13:01,47.449,154.503,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM834466,ISCGEM,ISCGEM,ISCGEM,Automatic
06/17/1967,05:00:15,-58.375,-26.956,Earthquake,163.4,,,6,MW,,,,,,,ISCGEMSUP834571,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
06/19/1967,17:07:46,52.539,-166.912,Earthquake,27.1,,,6.1,MW,,,,,,,ISCGEM834657,ISCGEM,ISCGEM,ISCGEM,Automatic
06/20/1967,07:38:49,52.638,-167.155,Earthquake,27.6,,,5.9,MW,,,,,,,ISCGEM834686,ISCGEM,ISCGEM,ISCGEM,Automatic
06/21/1967,06:49:54,-2.336,-77.519,Earthquake,15,,,5.7,MW,,,,,,,ISCGEM834721,ISCGEM,ISCGEM,ISCGEM,Automatic
06/21/1967,18:13:04,64.65,-147.798,Earthquake,10,,,5.7,MW,,,,,,,ISCGEM834742,ISCGEM,ISCGEM,ISCGEM,Automatic
06/21/1967,20:09:32,-25.076,-70.394,Earthquake,35,,,6.2,MW,,,,,,,ISCGEM834748,ISCGEM,ISCGEM,ISCGEM,Automatic
06/23/1967,05:05:06,-5.859,130.325,Earthquake,90,,,5.8,MW,,,,,,,ISCGEM834808,ISCGEM,ISCGEM,ISCGEM,Automatic
06/23/1967,21:30:12,-19.142,167.74,Earthquake,16.4,,,5.6,MW,,,,,,,ISCGEM834840,ISCGEM,ISCGEM,ISCGEM,Automatic
06/24/1967,21:00:26,12.531,141.665,Earthquake,20,,,5.7,MW,,,,,,,ISCGEM834876,ISCGEM,ISCGEM,ISCGEM,Automatic
06/25/1967,23:18:04,12.488,141.655,Earthquake,20,,,5.8,MW,,,,,,,ISCGEM834918,ISCGEM,ISCGEM,ISCGEM,Automatic
06/28/1967,00:14:37,-9.543,157.752,Earthquake,25,,,5.6,MW,,,,,,,ISCGEM834989,ISCGEM,ISCGEM,ISCGEM,Automatic
06/28/1967,14:34:06,-47.085,165.844,Earthquake,30,,,5.7,MW,,,,,,,ISCGEM835008,ISCGEM,ISCGEM,ISCGEM,Automatic
06/29/1967,16:36:20,-7.249,128.596,Earthquake,150,,,5.5,MW,,,,,,,ISCGEM835041,ISCGEM,ISCGEM,ISCGEM,Automatic
07/01/1967,23:10:08,54.358,-158.087,Earthquake,27.5,,,6.5,MW,,,,,,,ISCGEM832864,ISCGEM,ISCGEM,ISCGEM,Automatic
07/02/1967,07:03:53,8.823,93.637,Earthquake,15,,,6.1,MW,,,,,,,ISCGEM832879,ISCGEM,ISCGEM,ISCGEM,Automatic
07/04/1967,23:42:14,43.136,142.67,Earthquake,158.1,,,5.7,MW,,,,,,,ISCGEM832985,ISCGEM,ISCGEM,ISCGEM,Automatic
07/06/1967,13:42:26,52.557,-168.19,Earthquake,27.3,,,6.1,MW,,,,,,,ISCGEM833037,ISCGEM,ISCGEM,ISCGEM,Automatic
07/07/1967,13:28:41,8.571,125.941,Earthquake,200,,,5.7,MW,,,,,,,ISCGEM833078,ISCGEM,ISCGEM,ISCGEM,Automatic
07/10/1967,19:18:11,4.894,126.855,Earthquake,75,,,5.7,MW,,,,,,,ISCGEM833193,ISCGEM,ISCGEM,ISCGEM,Automatic
07/12/1967,21:00:23,5.479,-82.732,Earthquake,20,,,6.1,MW,,,,,,,ISCGEM833263,ISCGEM,ISCGEM,ISCGEM,Automatic
07/16/1967,13:34:33,-0.869,132.73,Earthquake,30,,,6.2,MW,,,,,,,ISCGEM833382,ISCGEM,ISCGEM,ISCGEM,Automatic
07/20/1967,15:36:24,7.557,134.69,Earthquake,20,,,6.4,MW,,,,,,,ISCGEM833516,ISCGEM,ISCGEM,ISCGEM,Automatic
07/22/1967,03:58:01,-33.451,-178.828,Earthquake,20,,,6.1,MW,,,,,,,ISCGEM833554,ISCGEM,ISCGEM,ISCGEM,Automatic
07/22/1967,16:57:00,40.751,30.8,Earthquake,30,,,7.4,MW,,,,,,,ISCGEM833573,ISCGEM,ISCGEM,ISCGEM,Automatic
07/26/1967,18:53:02,39.568,40.445,Earthquake,20,,,6.2,MW,,,,,,,ISCGEM833748,ISCGEM,ISCGEM,ISCGEM,Automatic
07/29/1967,10:24:25,6.747,-73.032,Earthquake,161.2,,,6.8,MW,,,,,,,ISCGEM833862,ISCGEM,ISCGEM,ISCGEM,Automatic
07/30/1967,00:00:04,10.559,-67.33,Earthquake,25,,,6.6,MW,,,,,,,ISCGEM833882,ISCGEM,ISCGEM,ISCGEM,Automatic
07/30/1967,01:31:03,40.764,30.609,Earthquake,15,,,5.7,MW,,,,,,,ISCGEM833888,ISCGEM,ISCGEM,ISCGEM,Automatic
08/01/1967,01:13:42,-13.02,-76.731,Earthquake,50,,,5.7,MW,,,,,,,ISCGEM831812,ISCGEM,ISCGEM,ISCGEM,Automatic
08/09/1967,08:20:06,-6.484,130.544,Earthquake,105,,,5.9,MW,,,,,,,ISCGEMSUP832085,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
08/10/1967,11:21:23,45.342,150.317,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM832123,ISCGEM,ISCGEM,ISCGEM,Automatic
08/12/1967,09:39:46,-24.719,-177.33,Earthquake,143.6,,,6.7,MW,,,,,,,ISCGEM832178,ISCGEM,ISCGEM,ISCGEM,Automatic
08/12/1967,12:30:58,-14.89,166.756,Earthquake,20,,,5.7,MW,,,,,,,ISCGEM832185,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1967,20:06:52,35.388,135.43,Earthquake,364.3,,,6.3,MW,,,,,,,ISCGEM832232,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1967,22:07:48,43.094,-0.731,Earthquake,10,,,5.7,MW,,,,,,,ISCGEM832236,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1967,22:15:11,-4.41,152.439,Earthquake,20,,,6.3,MW,,,,,,,ISCGEM832238,ISCGEM,ISCGEM,ISCGEM,Automatic
08/15/1967,09:21:03,31.079,93.639,Earthquake,20,,,5.7,MW,,,,,,,ISCGEM832279,ISCGEM,ISCGEM,ISCGEM,Automatic
08/16/1967,19:19:04,0.873,98.876,Earthquake,75.1,,,5.7,MW,,,,,,,ISCGEM832324,ISCGEM,ISCGEM,ISCGEM,Automatic
08/18/1967,03:35:42,27.693,127.685,Earthquake,110,,,5.6,MW,,,,,,,ISCGEM832355,ISCGEM,ISCGEM,ISCGEM,Automatic
08/19/1967,15:28:07,10.295,125.881,Earthquake,35,,,6,MW,,,,,,,ISCGEM832408,ISCGEM,ISCGEM,ISCGEM,Automatic
08/19/1967,15:41:54,-12.481,166.652,Earthquake,85,,,5.7,MW,,,,,,,ISCGEM832410,ISCGEM,ISCGEM,ISCGEM,Automatic
08/20/1967,15:03:36,-25.265,-69.044,Earthquake,103.2,,,5.8,MW,,,,,,,ISCGEM832441,ISCGEM,ISCGEM,ISCGEM,Automatic
08/21/1967,07:33:03,3.697,95.669,Earthquake,39.1,,,6.6,MW,,,,,,,ISCGEM832453,ISCGEM,ISCGEM,ISCGEM,Automatic
08/22/1967,13:02:05,-60.761,-24.301,Earthquake,10,,,6.6,MW,,,,,,,ISCGEM832489,ISCGEM,ISCGEM,ISCGEM,Automatic
08/22/1967,13:17:02,-60.898,-23.378,Earthquake,10,,,5.7,MW,,,,,,,ISCGEM832490,ISCGEM,ISCGEM,ISCGEM,Automatic
08/24/1967,03:21:19,43.565,147.578,Earthquake,65.9,,,5.6,MW,,,,,,,ISCGEM832538,ISCGEM,ISCGEM,ISCGEM,Automatic
08/24/1967,10:32:55,-14.94,166.902,Earthquake,25,,,5.8,MW,,,,,,,ISCGEM832545,ISCGEM,ISCGEM,ISCGEM,Automatic
08/26/1967,00:36:42,12.173,140.765,Earthquake,20,,,6.2,MW,,,,,,,ISCGEM832603,ISCGEM,ISCGEM,ISCGEM,Automatic
08/26/1967,02:07:10,12.273,140.896,Earthquake,20,,,5.6,MW,,,,,,,ISCGEM832608,ISCGEM,ISCGEM,ISCGEM,Automatic
08/30/1967,04:22:04,31.633,100.262,Earthquake,10,,,6.4,MW,,,,,,,ISCGEM832754,ISCGEM,ISCGEM,ISCGEM,Automatic
08/30/1967,11:08:49,31.587,100.255,Earthquake,10,,,5.8,MW,,,,,,,ISCGEM832769,ISCGEM,ISCGEM,ISCGEM,Automatic
08/30/1967,13:33:28,45.444,151.353,Earthquake,35,,,6,MW,,,,,,,ISCGEM832778,ISCGEM,ISCGEM,ISCGEM,Automatic
09/01/1967,03:31:11,-5.615,147.201,Earthquake,185,,,5.7,MW,,,,,,,ISCGEM830829,ISCGEM,ISCGEM,ISCGEM,Automatic
09/03/1967,21:07:29,-10.656,-79.674,Earthquake,15,,,7,MW,,,,,,,ISCGEM830900,ISCGEM,ISCGEM,ISCGEM,Automatic
09/04/1967,03:52:00,-31.278,-179.422,Earthquake,236.1,,,6.5,MW,,,,,,,ISCGEM830914,ISCGEM,ISCGEM,ISCGEM,Automatic
09/06/1967,07:30:12,14.596,93.48,Earthquake,32.9,,,5.7,MW,,,,,,,ISCGEM830967,ISCGEM,ISCGEM,ISCGEM,Automatic
09/07/1967,07:12:37,2.626,124.226,Earthquake,275,,,5.9,MW,,,,,,,ISCGEM830991,ISCGEM,ISCGEM,ISCGEM,Automatic
09/08/1967,22:37:39,12.27,140.953,Earthquake,15,,,6.1,MW,,,,,,,ISCGEM831054,ISCGEM,ISCGEM,ISCGEM,Automatic
09/09/1967,10:06:45,-27.623,-63.23,Earthquake,580.4,,,6.7,MW,,,,,,,ISCGEM831067,ISCGEM,ISCGEM,ISCGEM,Automatic
09/09/1967,16:52:02,-54.55,-136.196,Earthquake,10,,,6.3,MW,,,,,,,ISCGEM831078,ISCGEM,ISCGEM,ISCGEM,Automatic
09/13/1967,18:41:16,52.741,172.489,Earthquake,25,,,5.6,MW,,,,,,,ISCGEM831220,ISCGEM,ISCGEM,ISCGEM,Automatic
09/15/1967,00:28:39,35.607,140.738,Earthquake,45,,,5.8,MW,,,,,,,ISCGEM831273,ISCGEM,ISCGEM,ISCGEM,Automatic
09/15/1967,10:32:44,27.338,91.91,Earthquake,13.7,,,5.8,MW,,,,,,,ISCGEM831281,ISCGEM,ISCGEM,ISCGEM,Automatic
09/16/1967,08:31:58,51.721,-176.222,Earthquake,55,,,5.6,MW,,,,,,,ISCGEM831318,ISCGEM,ISCGEM,ISCGEM,Automatic
09/18/1967,15:33:07,-5.985,146.6,Earthquake,35,,,5.8,MW,,,,,,,ISCGEM831388,ISCGEM,ISCGEM,ISCGEM,Automatic
09/19/1967,10:56:10,43.065,145.297,Earthquake,80,,,6.1,MW,,,,,,,ISCGEM831414,ISCGEM,ISCGEM,ISCGEM,Automatic
09/19/1967,12:45:33,-57.799,-23.802,Earthquake,10,,,6.3,MW,,,,,,,ISCGEM831418,ISCGEM,ISCGEM,ISCGEM,Automatic
09/20/1967,09:39:16,-49.736,164.009,Earthquake,20,,,7,MW,,,,,,,ISCGEM831453,ISCGEM,ISCGEM,ISCGEM,Automatic
09/20/1967,10:30:54,-49.588,163.812,Earthquake,20,,,5.7,MW,,,,,,,ISCGEMSUP831454,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
09/20/1967,10:37:18,-20.729,169.932,Earthquake,100,,,6.2,MW,,,,,,,ISCGEMSUP831455,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
09/22/1967,10:18:00,44.626,149.487,Earthquake,40.6,,,6.2,MW,,,,,,,ISCGEM831538,ISCGEM,ISCGEM,ISCGEM,Automatic
09/26/1967,11:11:25,-33.463,-70.532,Earthquake,83.1,,,5.9,MW,,,,,,,ISCGEM831671,ISCGEM,ISCGEM,ISCGEM,Automatic
09/26/1967,16:11:24,-30.086,-71.446,Earthquake,50,,,6.2,MW,,,,,,,ISCGEM831680,ISCGEM,ISCGEM,ISCGEM,Automatic
09/28/1967,04:56:54,-6.52,153.465,Earthquake,15,,,6.2,MW,,,,,,,ISCGEM831724,ISCGEM,ISCGEM,ISCGEM,Automatic
09/28/1967,15:44:56,59.335,-147.157,Earthquake,20,,,5.9,MW,,,,,,,ISCGEM831732,ISCGEM,ISCGEM,ISCGEM,Automatic
09/30/1967,07:57:22,28.984,129.95,Earthquake,30,,,5.7,MW,,,,,,,ISCGEM831791,ISCGEM,ISCGEM,ISCGEM,Automatic
10/03/1967,18:16:07,10.878,-85.964,Earthquake,30,,,6.2,MW,,,,,,,ISCGEM829954,ISCGEM,ISCGEM,ISCGEM,Automatic
10/04/1967,17:21:19,-5.631,153.959,Earthquake,25,,,6.8,MW,,,,,,,ISCGEM829998,ISCGEM,ISCGEM,ISCGEM,Automatic
10/07/1967,08:28:02,49.107,156.309,Earthquake,32.4,,,5.6,MW,,,,,,,ISCGEM830079,ISCGEM,ISCGEM,ISCGEM,Automatic
10/08/1967,16:59:36,-9.445,148.843,Earthquake,20,,,5.7,MW,,,,,,,ISCGEM830123,ISCGEM,ISCGEM,ISCGEM,Automatic
10/08/1967,18:08:15,-5.623,154.057,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM830126,ISCGEM,ISCGEM,ISCGEM,Automatic
10/09/1967,17:21:49,-21.182,-179.186,Earthquake,636.8,,,7.2,MW,,,,,,,ISCGEM830163,ISCGEM,ISCGEM,ISCGEM,Automatic
10/11/1967,15:52:15,30.449,142.687,Earthquake,10,,,5.6,MW,,,,,,,ISCGEM830219,ISCGEM,ISCGEM,ISCGEM,Automatic
10/12/1967,06:35:08,-21.025,-179.146,Earthquake,642.9,,,5.6,MW,,,,,,,ISCGEM830241,ISCGEM,ISCGEM,ISCGEM,Automatic
10/12/1967,12:53:46,52.13,152.592,Earthquake,461.8,,,5.8,MW,,,,,,,ISCGEM830249,ISCGEM,ISCGEM,ISCGEM,Automatic
10/12/1967,18:31:43,-7.131,129.828,Earthquake,88.2,,,6,MW,,,,,,,ISCGEM830257,ISCGEM,ISCGEM,ISCGEM,Automatic
10/15/1967,08:00:52,11.925,-85.872,Earthquake,160.4,,,7.1,MW,,,,,,,ISCGEM830329,ISCGEM,ISCGEM,ISCGEM,Automatic
10/16/1967,16:58:03,1.715,127.493,Earthquake,125,,,5.7,MW,,,,,,,ISCGEM830365,ISCGEM,ISCGEM,ISCGEM,Automatic
10/17/1967,21:05:24,17.241,121.886,Earthquake,35,,,5.7,MW,,,,,,,ISCGEMSUP830403,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
10/18/1967,01:11:44,79.765,2.851,Earthquake,15,,,6,MW,,,,,,,ISCGEM830410,ISCGEM,ISCGEM,ISCGEM,Automatic
10/18/1967,22:06:26,-33.799,-179.34,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM830433,ISCGEM,ISCGEM,ISCGEM,Automatic
10/25/1967,00:59:25,24.401,122.218,Earthquake,71.1,,,6.8,MW,,,,,,,ISCGEM830608,ISCGEM,ISCGEM,ISCGEM,Automatic
10/26/1967,00:22:24,24.416,122.275,Earthquake,75,,,5.7,MW,,,,,,,ISCGEM830643,ISCGEM,ISCGEM,ISCGEM,Automatic
